county,year,population
Graham,2033,8112
Graham,2047,8120
Granville,2012,57641
Granville,2022,62050
Greene,2012,21106
Greene,2019,20502
Greene,2031,20120
Greene,2035,20119
Greene,2044,20119
Guilford,2023,546934
Guilford,2035,602030
Halifax,2012,53476
Halifax,2022,47787
Halifax,2042,39257
Harnett,2021,136820
Harnett,2037,174884
Harnett,2048,199863
Haywood,2013,59153
Haywood,2026,64466
Haywood,2027,64860
Haywood,2030,66044
Haywood,2031,66438
Haywood,2033,67226
Haywood,2041,70380
Henderson,2014,109797
Henderson,2026,121102
Henderson,2033,129763
Henderson,2036,133631
Henderson,2039,137517
Henderson,2045,145302
Hertford,2012,24116
Hertford,2021,19803
Hertford,2034,17796
Hertford,2039,17082
Hoke,2016,50853
Hoke,2018,52065
Hoke,2039,72652
Hoke,2043,76570
Hoke,2045,78528
Hoke,2050,83423
Hyde,2012,5581
Hyde,2014,5419
Hyde,2026,4333
Hyde,2029,4171
Hyde,2033,3965
Hyde,2038,3713
Hyde,2039,3665
Hyde,2045,3379
Iredell,2019,183851
Iredell,2026,213850
Iredell,2036,258046
Jackson,2024,43689
Jackson,2027,44765
Jackson,2034,47278
Jackson,2045,51226
Jackson,2048,52302
Johnston,2011,172565
Johnston,2014,181544
Johnston,2025,256452
Johnston,2028,272368
Johnston,2036,311848
Johnston,2041,336400
Johnston,2044,351135
Johnston,2049,375684
Jones,2028,9194
Jones,2029,9192
Jones,2032,9191
Lee,2013,59448
Lee,2023,65751
Lee,2031,71666
Lee,2033,73144
Lee,2039,77581
Lee,2040,78319
Lee,2048,84234
Lenoir,2019,55247
Lenoir,2025,53741
Lenoir,2035,50970
Lenoir,2038,50138
Lenoir,2041,49308
Lenoir,2047,47645
Lincoln,2011,78181
Lincoln,2012,78449
Lincoln,2014,79230
Lincoln,2015,80110
Lincoln,2018,83637
Lincoln,2027,97840
Lincoln,2032,103868
Lincoln,2049,125611
Macon,2020,37070
Macon,2031,40387
Macon,2034,41296
Macon,2036,41904
Macon,2042,43724
Madison,2036,22582
Martin,2010,24482
Martin,2011,24111
Martin,2033,19437
Martin,2042,17767
Martin,2049,16470
McDowell,2011,44936
McDowell,2026,44775
McDowell,2045,44774
Mecklenburg,2014,1011745
Mecklenburg,2019,1107514
Mecklenburg,2020,1117834
Mecklenburg,2022,1135873
Mecklenburg,2030,1303123
Mecklenburg,2042,1540917
Mecklenburg,2043,1560747
Mecklenburg,2044,1580570
Mecklenburg,2047,1640046
Mitchell,2013,15250
Mitchell,2015,15054
Mitchell,2016,14991
Mitchell,2034,14431
Mitchell,2037,14319
Mitchell,2041,14175
Mitchell,2043,14103
Mitchell,2050,13860
Montgomery,2016,26152
Montgomery,2023,25745
Montgomery,2033,25735
Moore,2013,90773
Moore,2015,92545
Moore,2020,100024
Moore,2035,135321
Moore,2038,142320
Moore,2045,158565
Nash,2017,93959
Nash,2020,95546
Nash,2023,95428
Nash,2042,95339
New Hanover,2013,211000
New Hanover,2025,244233
New Hanover,2030,259215
New Hanover,2032,265209
New Hanover,2039,286185
New Hanover,2046,307162
New Hanover,2050,319147
Northampton,2010,21961
Northampton,2026,16374
Northampton,2034,15099
Northampton,2044,13506
Northampton,2045,13347
Northampton,2047,13031
Onslow,2012,191036
Onslow,2038,248253
Onslow,2040,253077
Onslow,2050,277197
Orange,2013,139785
Orange,2016,142752
Orange,2041,176916
Orange,2047,185294
Orange,2049,188065
Pamlico,2013,12701
Pamlico,2019,12304
Pamlico,2024,12228
Pamlico,2027,12121
Pamlico,2045,11486
Pasquotank,2014,39535
Pasquotank,2030,41324
Pasquotank,2032,41373
Pasquotank,2037,41439
Pasquotank,2046,41474
Pender,2014,54935
Pender,2029,73865
Pender,2043,88180
Perquimans,2014,13360
Perquimans,2048,14171
Person,2013,38696
Person,2016,38863
Person,2027,39986
Person,2029,40102
Person,2050,40631
Pitt,2011,169145
Pitt,2012,170140
Pitt,2037,191065
Pitt,2048,214856
Pitt,2049,217096
Polk,2010,20413
Polk,2016,19676
Polk,2021,19559
Polk,2027,19620
Polk,2035,19652
Polk,2042,19658
Randolph,2013,142084
Randolph,2018,143096
Randolph,2021,145044
Randolph,2023,146470
Randolph,2025,147820
Randolph,2028,149844
Randolph,2044,160637
Richmond,2010,46586
Richmond,2013,45341
Richmond,2019,43474
Richmond,2038,39259
Robeson,2019,117844
Robeson,2026,118393
Robeson,2037,120264
Robeson,2046,120777
Robeson,2049,120864
Rockingham,2011,93183
Rockingham,2022,91912
Rockingham,2023,91991
Rockingham,2036,92040
Rockingham,2037,92041
Rockingham,2040,92040
Rockingham,2044,92040
Rowan,2034,159142
Rowan,2041,164982
Rowan,2049,171627
Rutherford,2011,67471
Rutherford,2020,64472
Rutherford,2035,66396
Rutherford,2036,66564
Rutherford,2043,67723
Rutherford,2048,68534
Sampson,2014,62095
Sampson,2020,59056
Sampson,2046,58821
Sampson,2049,58821
Scotland,2017,34932
Scotland,2018,34639
Scotland,2029,32221
Scotland,2033,31711
Scotland,2048,29799
Stanly,2014,60315
Stanly,2015,60316
Stanly,2026,63505
Stanly,2032,64699
Stokes,2013,45902
Stokes,2015,45341
Stokes,2021,44884
Stokes,2030,45726
Stokes,2042,45855
Stokes,2045,45858
Stokes,2049,45860
Stokes,2050,45860
Surry,2017,71308
Surry,2030,70964
Surry,2047,70191
Swain,2014,14646
Swain,2015,14693
Swain,2024,14419
Swain,2026,14505
Swain,2030,14649
Swain,2032,14716
Swain,2035,14813
Swain,2037,14878
Swain,2039,14941
Swain,2050,15293
Transylvania,2013,32522
Transylvania,2031,34919
Transylvania,2040,36393
Tyrrell,2031,2912
Tyrrell,2037,2744
Tyrrell,2039,2687
Tyrrell,2044,2557
Union,2012,207411
Union,2020,238980
Union,2026,268672
Union,2032,305067
Union,2038,342927
Vance,2012,44834
Vance,2023,41815
Vance,2024,41660
Vance,2029,41297
Vance,2039,41179
Vance,2043,41175
Wake,2011,927141
Wake,2016,1046660
Wake,2022,1169294
Wake,2029,1340691
Wake,2036,1522231
Wake,2044,1729760
Warren,2028,18957
Warren,2033,18995
Warren,2036,19012
Warren,2038,19022
Warren,2039,19027
Warren,2041,19038
Warren,2050,19082
Washington,2011,12886
Washington,2015,11915
Washington,2024,10254
Washington,2036,8608
Washington,2037,8507
Washington,2044,7923
Washington,2045,7859
Watauga,2024,53881
Watauga,2037,59293
Wayne,2014,122108
Wayne,2023,117447
Wayne,2028,117157
Wayne,2031,117074
Wayne,2036,117005
Wayne,2039,116987
Wayne,2042,116976
Wayne,2048,116967
Wilkes,2018,66445
Wilkes,2024,65502
Wilkes,2038,64556
Wilkes,2042,64537
Wilson,2012,80510
Wilson,2020,79374
Wilson,2022,77877
Wilson,2034,76049
Wilson,2037,76579
Wilson,2039,77037
Yadkin,2010,38410
Yadkin,2014,37471
Yadkin,2039,36993
Yadkin,2042,36993
Yadkin,2046,36992
Yancey,2016,17881
Yancey,2026,18392
Yancey,2046,18069
State,2022,10667874
State,2023,10794463
State,2027,11270518
State,2035,12221349
State,2036,12340744
State,2037,12459664
