county,_2016_02_29,_2016_03_31,_2016_04_30,_2016_05_31,_2016_06_30,_2016_07_31,_2016_08_31,_2016_09_30,_2016_10_31,_2016_11_30,_2016_12_31,_2017_01_31,_2017_02_28,_2017_03_31,_2017_04_30,_2017_05_31,_2017_06_30,_2017_07_31,_2017_08_31,_2017_09_30,_2017_10_31,_2017_11_30,_2017_12_31,_2018_01_31,_2018_02_28,_2018_03_31,_2018_04_30,_2018_05_31,_2018_06_30,_2018_07_31,_2018_08_31,_2018_09_30,_2018_10_31,_2018_11_30,_2018_12_31,_2019_01_31,_2019_02_28,_2019_03_31,_2019_04_30,_2019_05_31,_2019_06_30,_2019_07_31,_2019_08_31,_2019_09_30,_2019_10_31,_2019_11_30,_2019_12_31,_2020_01_31,_2020_02_29,_2020_03_31,_2020_04_30,_2020_05_31,_2020_06_30,_2020_07_31,_2020_08_31,_2020_09_30,_2020_10_31,_2020_11_30,_2020_12_31,_2021_01_31,_2021_02_28,_2021_03_31,_2021_04_30,_2021_05_31,_2021_06_30,_2021_07_31,_2021_08_31,_2021_09_30,_2021_10_31,_2021_11_30,_2021_12_31,_2022_01_31,_2022_02_28,_2022_03_31,_2022_04_30,_2022_05_31,_2022_06_30,_2022_07_31,_2022_08_31,_2022_09_30,_2022_10_31,_2022_11_30,_2022_12_31,_2023_01_31,_2023_02_28
Pitt County,125859.2866,125775.7055,125664.6285,125557.818,125883.1022,126051.7596,126447.538,126735.4334,127300.0048,127695.4899,128213.0388,128694.3523,129113.6942,129484.0918,129957.1966,130512.8955,131047.8629,131414.0752,131713.2448,132087.5097,132672.0156,133476.3965,134196.2549,134724.8047,135041.429,135527.4401,135942.4907,136307.5485,136430.8236,136737.5131,137163.8443,137847.3552,138466.6161,139275.733,140185.2254,141093.2756,141911.3143,142557.9559,143097.5364,143529.2526,144093.8529,144792.9533,145461.1072,145893.1715,146396.2168,147168.9225,148138.5525,149055.6586,149890.9703,150782.3149,151622.5355,152279.7854,152780.617,153601.1541,154887.9443,156778.4728,158917.2231,161253.9568,163361.9601,165243.7623,167102.6683,169394.2391,172009.3195,174986.6838,178221.5923,181597.3779,184298.663,186138.9311,187642.1507,189534.4906,191509.2666,194326.9853,197622.9956,201623.8261,205314.4552,208328.4753,211008.6091,212962.2026,214451.7725,215292.459,216219.8893,217234.5071,217963.5366,218562.0206,219283.8701
Polk County,165270.255,166130.6278,166832.8601,167677.3894,168838.1085,170173.6362,171814.487,173573.4971,175276.4399,176765.9269,178294.3047,179763.6084,181063.2579,182019.538,183178.8657,184164.3511,185399.8742,186743.0507,188308.7155,189773.3344,191343.9184,193087.2264,195154.1103,196491.5862,197691.4796,198826.0226,200202.0567,201214.5727,201838.2783,202282.9707,202695.0111,203266.8832,204033.6063,205431.5492,206900.4449,207535.8822,207761.2549,207825.8211,208605.2729,209398.8215,210057.1857,210804.4912,211108.4046,211307.4486,211832.7659,213180.7657,214788.1095,216195.6823,217728.3047,219685.8683,221842.7009,223501.9997,225027.3377,227012.2876,229987.3591,234062.8214,238538.1118,243477.724,248758.1442,254019.0804,259428.3684,264284.0379,269183.5991,273724.0566,278765.7169,282577.7669,284366.7131,284913.8216,285714.3284,288496.8909,291776.3028,297737.8298,305542.7677,314916.2498,324626.0928,333624.8773,341319.1456,345148.3968,346314.3273,345262.2325,345056.3356,344721.8486,344118.9267,343176.1926,342441.057
Randolph County,114631.6949,114933.5309,115223.7954,115646.7377,116320.8481,116895.5141,117444.9235,118116.6284,119084.2909,120046.8497,120788.4594,121086.1688,121160.0179,121152.5867,121413.2506,121759.6398,122322.3521,122910.3147,123505.681,123904.2146,124205.8928,124698.6961,125269.04,125838.4897,126252.7407,126776.3319,127195.2843,127502.5237,127681.2109,128103.244,128731.3727,129415.6206,129901.3525,130423.505,131001.8729,132217.6438,133943.5883,136096.4447,137672.2088,138714.202,139562.2959,140444.26,141396.4746,142071.2231,142757.2423,143593.0552,144500.0917,145373.5443,146147.5246,147167.574,148506.8947,149654.953,150382.3459,150956.1585,151885.5799,153634.921,155812.4927,158278.5718,160443.3084,162152.9181,163620.5536,165195.0264,167425.8091,170418.9124,174387.5351,177910.1364,180005.0659,180471.2073,180592.9466,181189.0493,181902.6123,183166.4165,184803.9893,186878.6657,189181.4372,191252.8702,193437.5459,194868.4993,195469.4013,194981.3464,194474.712,193994.1811,193857.372,196424.3431,200408.2026
Richmond County,51193.03746,50940.9059,50774.47193,50967.4091,51562.1836,51982.12991,52479.16654,53106.32262,54131.37333,54974.03974,55594.34541,55936.7173,56074.37976,55829.82262,55365.52348,54948.43596,54786.46671,55059.69952,55494.5782,56089.02986,56606.97748,57071.66347,57279.45582,57410.59038,57513.38189,57862.30819,58136.38834,58469.9772,58913.28315,59557.6312,59980.86088,60175.21991,60099.60429,60365.20015,60902.92767,61613.59447,62354.84726,63039.07514,63421.40827,63536.08543,63453.23321,63374.25111,63214.46539,62896.97654,62844.7748,62970.96403,63289.54147,63945.00358,64984.15244,66582.36284,68254.06739,69609.59672,70239.74815,70435.04813,70135.93348,69712.99998,68994.79374,68187.40193,67638.15759,67316.10547,67350.03451,67630.87665,68047.43839,69154.61273,70582.93177,72119.5468,73364.05561,74398.55441,75504.50592,76856.5333,77730.22326,78771.91603,79477.96575,80498.8847,81802.32837,83400.01893,85389.08559,86870.37521,87783.16735,87685.10649,87416.06469,87548.63231,88530.00944,91962.05968,95728.49287
Robeson County,64862.59896,64468.43772,64361.23759,64108.52333,64096.96066,64052.74599,64130.68606,64317.72611,64645.12057,64714.0869,64591.53377,64370.2284,64181.5157,63880.97571,63517.96772,63109.72927,62885.05001,62805.77081,62859.98529,63015.48383,63171.56257,63481.55764,63853.24153,64369.37371,64932.2754,65819.80625,66697.586,67157.73179,67246.30062,67703.18649,68332.81802,69131.31468,69316.48502,69990.52789,70663.07189,71201.21582,71306.10649,71171.97563,71208.05571,70997.02007,70597.80584,70310.00884,70796.67246,71585.16697,72568.09793,73170.74686,73694.61119,73914.47297,74439.61333,75344.31446,76637.9577,77415.32391,77592.10205,77492.8974,78211.81756,79954.91206,82219.56754,84380.39428,86267.98835,87761.72482,89135.82196,90798.47484,92922.45202,95092.506,96842.05295,96846.83393,95848.34098,94363.21052,94280.18111,95397.61093,96452.94813,98457.29226,100727.0373,103799.2584,106195.1593,107933.5893,109777.1083,111796.1674,113642.3265,115003.0745,115907.8693,116684.2347,116942.1182,116754.9807,116976.8721
Rockingham County,81298.73522,81245.05516,81029.03971,80735.1734,81023.72976,81188.78678,81625.09546,82110.29738,82773.81851,83325.97264,83716.59943,83464.93613,82828.91506,81711.6154,80722.93995,80003.37943,79689.76846,80272.47629,81068.8103,82168.715,83053.96772,83943.87961,84688.31825,84717.59309,84116.53633,83317.68047,82729.72751,82610.32822,82558.27022,83081.02467,83690.64946,84412.90863,84880.86243,85645.25622,86718.62867,87021.1509,86406.10483,85625.72149,85549.27742,86095.2159,86521.53826,86699.16879,86706.11832,86433.37399,86521.33321,86878.88971,87195.90284,87297.61099,87704.5835,89031.86456,91023.00835,92806.95622,93855.81002,94075.57264,94368.369,95504.24601,96975.35431,98004.17039,98237.816,99105.78194,100978.8531,103236.5283,104924.1597,106312.6565,108143.3563,109123.2994,109003.6415,107843.4927,107469.7529,107216.4939,106811.7668,106602.385,107109.5868,108095.3064,109364.8208,110446.4546,111364.5924,111617.0499,110902.7887,109786.3193,108653.7188,107975.1012,107395.2805,110189.4272,113688.1926
Rowan County,110020.5506,110611.4154,111088.0153,111260.6666,111590.9207,111978.0802,112540.9931,113375.7824,114264.6233,115058.5995,115737.0254,116263.3096,116611.7303,116952.0671,117468.4099,117906.4884,118250.5162,118750.9996,119696.0403,120782.538,121797.9943,122598.6985,123173.8287,123531.4381,123787.4576,123951.1207,123938.3693,124086.6789,124445.1105,125135.603,125889.4839,126705.6083,127341.0569,127915.066,128472.3337,129481.3843,130676.9967,132068.5676,133278.9417,134242.5886,134995.234,135514.1327,136263.3861,137127.3664,138572.7925,140285.0725,142154.0694,144226.0271,146051.2992,147545.3082,148339.7345,148847.9967,149391.3455,150211.9513,151757.1842,154275.6301,157148.9351,160175.5418,163181.8017,166110.2419,169181.22,172196.485,175376.7768,178498.0941,182182.2296,185689.5816,188536.7947,190229.2835,191431.3308,192934.8975,194638.9601,197497.3137,201185.2161,205401.7963,209645.1069,213342.7896,217134.5846,219812.3809,221067.4382,220670.3609,220015.03,219627.0263,219271.7807,221189.8711,223593.5265
Rutherford County,88428.23334,88321.15465,88349.62361,88616.84083,89066.00941,89606.67309,90168.61495,90850.91954,91682.90632,92486.69498,93302.71961,93811.94364,94058.43678,94158.53648,94528.51192,95163.14557,95893.7668,96690.14402,97511.58931,98551.31376,99534.83071,100593.4728,101400.8172,102104.9175,102656.4718,103245.7978,103983.6858,104675.3046,105370.8728,106091.6642,106769.5007,107497.4855,107918.4596,108611.0488,109363.7784,110908.997,112778.0773,114862.3552,116394.7295,117441.8353,118301.5078,118859.7046,119322.689,119510.2953,119890.7484,120597.2441,121555.5962,122293.9831,122817.888,123420.1516,124204.8087,124956.4876,125620.9926,126480.6605,128030.8877,129869.6045,132340.7332,135090.8067,138216.0144,140923.39,143241.5793,145527.9187,148243.4679,151159.7552,154221.2313,155764.2014,155606.264,154323.1268,153705.6491,154400.2683,155225.138,158337.2171,163093.3364,169424.5703,174876.1847,179120.0735,182832.8365,185829.2054,187887.146,188796.2851,188945.8225,188651.5701,187894.6089,187245.4428,186790.2106
Sampson County,68496.04096,68652.0047,68585.50208,68488.86547,68708.35372,68831.27085,68904.65723,68949.85107,69284.96126,69604.71967,69834.0907,69956.26353,70078.33693,70038.69497,69910.88335,69857.1359,69916.81634,70274.54987,70713.70124,71339.51562,71994.42074,72712.71019,73472.91604,74086.53504,74530.56982,75073.7554,75551.57369,75994.2001,76178.44475,76447.52372,76756.28268,77041.90577,77169.27567,77401.93393,77616.69133,77823.22647,78078.73017,78519.03013,78884.35033,79126.21011,79396.96337,79996.99405,80732.51654,81305.60567,81718.06914,81964.43687,82175.86513,82384.69747,82850.88208,83673.12693,84526.57247,85114.32407,85301.84233,85646.6241,86403.03413,87774.80822,89437.95252,91278.05426,93089.07285,94929.60047,96704.46596,98222.74491,99334.72596,99718.28278,99974.50116,99292.08337,98220.85187,96841.20462,96383.92409,96998.10712,98060.4163,100320.183,103373.7265,107121.036,110649.4462,113623.1042,116271.3392,117375.7914,117492.2116,116634.5524,116047.9275,115957.7104,116546.5716,117624.6194,118556.9275
Scotland County,65210.02008,65159.18139,64915.30664,64823.40174,65094.46117,65183.10291,65135.65831,65134.18665,65418.05215,65684.53082,65949.72117,66160.89949,66217.84178,66109.2561,65990.25296,66008.7419,65949.24051,65962.657,66031.45012,66223.0258,66507.14626,66928.89745,67322.4867,67595.30313,67593.18546,67697.73136,67697.58002,67627.90443,67488.17596,67606.02785,67721.69061,67742.88463,67431.4436,67407.30816,67567.99842,67908.60307,68192.40609,68460.91796,68723.52556,68971.29675,69120.35324,69327.13973,69377.933,69319.74395,69288.29835,69481.4477,69736.43841,70028.46448,70226.79986,70566.01708,70902.12892,71240.00681,71507.62896,72097.07947,73141.76954,74884.61415,76704.89216,78715.99931,80459.74304,82146.33251,83794.27229,85529.76547,87013.52207,88258.54864,89523.48868,90411.32479,90675.782,90188.41249,90379.25292,91315.58466,92434.29,94448.38289,97184.68612,100825.7145,103939.5898,106539.7682,109309.533,111653.3147,113470.9804,114690.1297,116269.7429,117876.7971,119106.3661,119390.1147,119472.5748
Stanly County,125254.3479,125036.2551,125112.876,125266.6829,125651.731,126066.6664,126752.4376,127706.329,128853.7615,129908.7825,130821.5587,131711.098,132462.305,133195.8905,133886.0936,134528.8183,135118.7063,135645.4194,136266.8361,136933.1533,137719.0839,138677.1585,139809.135,140876.2902,141788.3303,142903.4958,143857.8548,144749.8917,145453.0553,146486.957,147739.6216,149235.4605,150325.7376,151308.9042,152007.3392,152760.9073,153309.5787,153708.9375,154232.3303,154704.1371,155182.2787,155546.3513,156196.414,156822.3015,157753.5264,158865.4925,159994.1164,161290.2416,162731.4724,164528.8955,166129.489,167453.6458,168625.3291,170137.9178,172331.7449,175504.2316,178910.017,182496.7161,185965.6128,189424.0215,192909.7833,196262.4151,200046.6782,204019.3261,208395.8635,211141.9098,211638.71,210229.2983,209192.9615,210044.805,212140.9955,217349.5605,224366.9251,232996.759,240494.974,246304.3225,250961.686,254201.0341,256358.2225,257164.2099,257451.5755,257216.737,256500.4792,256013.251,256439.486
Stokes County,113255.4269,113829.4367,114101.063,114167.7578,114073.4377,114138.9692,114357.4471,114692.2058,115041.9675,115472.327,116039.4336,116557.294,116855.6404,117030.9943,117287.6611,117629.441,118018.9973,118383.9486,118682.4444,119218.5724,119925.5614,120848.9951,121587.8538,122248.395,122922.8643,123574.7402,124134.8857,124582.771,125167.9038,126042.3679,127010.1562,128069.2387,128767.2524,129556.4666,130216.4584,131164.1115,132098.9294,133094.3936,133713.0081,134064.052,134358.0794,134800.8328,135368.6668,135967.9745,136886.4039,138160.1739,139413.3588,140495.7072,141554.7331,142686.87,143670.8582,144354.2272,145072.2224,146331.3425,147917.495,149934.0591,152044.6259,154649.1358,157439.6545,160265.8812,163179.2108,165964.0325,168878.2719,171497.5736,174325.9498,175820.3246,175354.8753,173450.5825,171706.1254,171110.9032,170879.9163,173359.4016,178112.4812,184266.3466,189300.7825,192914.9807,195997.758,198235.594,200041.8109,200883.2758,201241.9215,200873.0021,200687.8135,200599.5928,201681.0549
Surry County,111596.8226,111704.7368,111759.9963,111979.0745,112462.5665,112775.0971,113035.5699,113481.2238,114404.5404,115180.3096,115728.569,115859.5885,115828.8765,115620.1728,115822.6803,116128.5084,116434.5386,116617.3548,116850.4561,117276.5026,117844.3087,118642.3,119282.6383,119601.9073,119566.0661,119818.54,120524.7334,121595.7532,122461.2386,123316.8173,124058.3714,124870.3787,125257.5732,125726.4563,126193.8569,126848.599,127647.806,128748.6288,129573.5765,130231.7065,130652.0199,131014.1999,130896.2089,130386.0881,130223.6517,130653.7814,131646.2862,132698.9967,133792.744,134832.9738,135826.4096,136578.7548,137211.7663,138216.6193,139707.5652,142084.061,144895.9698,147946.2434,150648.4886,153083.7912,155524.3176,157686.6959,159439.6132,161306.4898,163931.7482,166555.3382,168298.8453,169021.435,169438.492,170288.8682,170996.5118,173838.4488,178218.644,183781.3323,188394.3869,191463.2309,193911.847,194634.7541,194419.4209,193292.54,192728.2362,191647.9774,189984.4462,187976.6316,186755.8986
Swain County,130679.5167,130487.0793,130491.9637,130813.8546,131821.3722,133075.1569,134613.456,135948.6264,137181.9882,138275.1118,139537.3766,140483.1456,141086.6324,141553.662,142361.9695,143079.7478,143486.5204,144126.1371,144817.8983,145644.4942,146175.4468,146860.927,147860.2257,148828.9425,149811.2473,150977.6541,151991.087,152656.1421,152854.7969,153326.0044,154364.8534,155723.329,157072.5491,158187.4587,159038.5403,159551.5751,159976.0132,160195.8769,160495.8015,160826.3313,161750.9427,162854.9054,163519.7395,163528.3932,163736.4347,164537.5343,165814.0314,167294.1915,169046.0804,171056.9467,172733.6562,173647.5854,174035.4057,174816.6821,176506.3168,178937.8733,181885.537,185426.9009,189850.2026,194112.3328,198601.2926,202667.8577,206298.326,210110.4906,214252.4669,218399.0445,220341.4131,220151.4561,218818.0401,218463.1494,218994.4322,224227.7757,232332.4412,242999.6844,251806.5117,259688.9447,265912.5248,269433.5226,270347.4186,269485.5637,269218.649,268675.8863,267482.4931,268101.3991,270046.0747
Transylvania County,190471.7606,190846.0721,191134.3561,191665.6045,192623.8577,193679.4628,195024.3172,196693.1959,198406.7673,200023.3343,201497.4699,203135.2626,204817.5131,206071.1742,207531.3352,208822.0034,210360.3409,211740.547,213414.1954,215048.2341,216788.3264,218471.579,220517.3514,222538.7024,224670.501,226719.3285,228663.3414,230484.2537,232320.2134,233977.9304,235077.5261,235693.1469,236072.8171,236490.4474,236983.5947,236758.4565,236578.4007,236565.7488,237815.65,239377.885,241044.6373,242065.9474,242739.9437,243036.1017,243837.8117,245300.8667,247107.2166,249249.7976,251472.6795,253893.6715,256143.6481,257696.908,258992.4092,260659.5706,263593.0536,268203.4904,273508.2726,279436.6595,285524.7206,292228.8037,299759.0291,307557.3219,315646.6317,324346.8891,332213.8322,337148.1073,337916.0004,337504.8866,337689.2111,339801.3139,342197.321,348320.1283,357387.347,369725.6146,381122.0043,391053.1442,398750.2743,404374.806,406473.1279,406608.3833,406108.4314,405997.9719,405279.2486,404620.4406,404883.1567
Tyrrell County,82659.17623,81543.27862,80842.41117,80849.27961,81164.68341,81036.52757,80653.17952,79806.57495,79611.65354,79621.58889,80202.28265,80606.39558,80970.21497,81070.47644,81010.20786,81094.46373,81400.7891,82393.58087,83196.69867,83264.01456,82539.55055,81761.04234,81571.14007,81703.08544,81982.49758,82182.21343,82464.09478,82672.73195,82827.05378,83071.25591,83751.86423,84796.34206,85563.2117,86275.87612,86962.1506,88106.24843,89226.45231,90571.32691,91471.02261,92005.52702,92279.41552,92881.50523,93794.79383,94411.64577,94846.27122,94678.08883,94417.93302,94031.51987,94559.47642,96042.50734,97891.95836,98907.32647,98672.5417,98195.43981,98584.13677,100557.0676,102916.803,105560.3673,108070.9891,110636.7065,112665.4449,114586.0266,116577.3536,118772.0404,120823.1976,121665.124,121397.1019,120279.3316,119356.2651,118752.4806,117741.5921,118804.7006,121883.1536,126564.8753,130464.0098,132542.4167,134320.4438,135548.4292,136690.6591,136686.7924,136582.6473,136823.2722,137252.5223,138035.372,138779.901
Union County,208844.8877,210479.4921,211885.3634,212935.245,213995.7903,215075.2265,216424.471,218155.8258,220076.9777,222146.7851,224047.1307,225267.4951,225919.6147,226394.0468,227510.7147,228745.2611,229927.7682,231010.7577,232267.0423,233722.8525,235354.3324,237113.2677,238879.8332,240660.1658,242430.0617,244301.824,245926.118,247180.1757,248041.5173,248813.7945,249650.418,250660.434,251677.8972,252835.2262,254050.4132,255346.9947,256793.5546,258207.2627,259439.278,260367.6588,260887.12,261163.5414,261510.5315,262054.5329,263106.2557,264377.9097,265925.8781,267903.0703,270178.0923,272650.5179,274580.9393,275619.8435,276140.0022,276972.999,278985.7548,282323.8069,286450.3554,291059.6338,295587.0939,300144.5645,305000.7383,310490.5576,316338.0311,322755.5822,329843.3976,336829.9519,342774.0625,347491.7676,351947.1638,357163.9758,363076.935,370747.8557,379420.4461,389218.9632,398959.1543,407522.1931,414715.9486,418826.7722,420400.8732,419313.4319,417716.6751,415542.3162,412524.4426,409928.6609,408288.0784
Vance County,67313.28996,67179.48114,67022.36342,66776.02916,66791.59396,66676.57298,66635.79849,66704.41108,67071.94193,67568.08666,67815.4811,67702.93556,67516.39468,67230.16233,67219.76413,67426.60224,67941.51958,68598.34429,69413.56906,70308.8013,71180.70871,71910.02897,72557.7868,73108.94548,73545.27802,74216.13405,74762.03308,75088.08758,75052.50271,75048.72798,75120.12634,75145.35204,75148.35261,75517.01907,76227.15353,77398.60347,78777.98894,80390.01606,81635.49373,82290.22554,82283.71616,82133.91939,82131.73714,82198.09953,82486.52589,82737.53604,83141.77384,83572.23555,84639.41159,86349.58431,88389.54987,89249.70836,89181.92642,88410.27665,88921.85985,90379.71899,92581.10452,94581.11615,96227.36021,97895.73417,99854.18919,102085.719,104151.9202,106093.0281,108230.8129,110129.7058,111261.3475,111366.9738,111570.7497,112250.2649,112851.6481,114289.8911,116412.2466,119133.2439,121178.6719,122614.5883,124180.8912,125720.1492,126562.4077,126082.352,124781.1427,123487.1683,122878.3342,125465.7001,128750.7105
Wake County,258635.9952,260193.6839,261699.4168,263269.0827,264770.4139,266198.7671,267489.5712,268872.4462,270253.7418,271877.5065,273521.0231,275089.4942,276676.5481,278146.6723,279742.5042,281010.0392,282290.5267,283471.9948,284613.309,285601.8571,286546.9138,287575.1573,288909.8393,290451.2186,292055.6306,293668.0581,294914.2167,296171.8713,297185.0375,298457.1286,299704.6484,301092.907,302407.3887,303725.5522,305008.4906,306449.6738,307859.46,309416.5631,310664.7215,311674.3301,312164.4929,312578.9325,313033.7156,313701.5369,314656.8115,315851.8308,317268.9475,318887.9427,320531.6747,322144.8155,323502.1709,324383.7957,325014.3554,325852.4741,327656.448,330665.7007,334218.4458,337997.4583,341837.7057,346048.1882,350741.19,355643.4959,360957.3679,366676.6152,373018.0624,379564.3104,386357.9751,393198.4946,400242.8609,407387.7067,414284.531,422209.2817,431155.0213,441440.265,451427.4998,460883.7036,468264.8051,471783.2726,470957.0249,467146.1495,463195.4513,459465.7241,455742.2357,452953.0886,451456.6397
Warren County,109505.5221,112301.5529,114067.9563,115242.1928,115846.5252,115974.2902,116007.7589,116436.894,116879.1495,117170.5874,117200.8533,117249.1292,117131.76,116992.9025,117180.6369,117384.1768,117360.1465,117154.0572,117172.5457,117431.747,117875.2466,118318.8269,118617.2392,118723.8505,118413.9339,118211.8838,118177.1698,118483.6823,118746.1256,119127.5381,119491.7891,119765.4628,119865.2892,120361.9609,121157.7861,121908.7123,122145.1948,122018.0055,121481.9085,121347.2034,121567.2788,122797.6365,124125.5982,125369.4456,126423.6785,127427.9923,128628.1392,128881.3097,129002.2793,129361.7246,130544.3543,131524.9826,131993.4066,132836.6477,134890.2255,138296.4493,142113.5576,145778.4022,149492.2821,152847.2288,155839.2383,158226.4186,160756.4906,163964.2726,167792.099,170873.9493,172550.2471,172371.6715,172139.4837,173337.9923,177820.4526,184552.2843,191683.4712,197423.3414,202393.5388,206654.0397,210679.4714,213322.7614,215089.3192,215534.91,216178.2065,216235.7536,215399.7432,215671.2092,217262.9928
Washington County,48701.75454,48599.4116,48444.27333,48326.33003,48452.07847,48392.60835,48264.467,48113.94411,48158.57027,48281.95971,48598.14036,49020.32722,49515.70026,49850.16176,50074.2026,50126.13685,50096.13957,50162.82048,50337.53757,50498.39118,50763.06049,51111.57654,51581.12069,51920.57178,52009.2567,52163.8269,52194.0121,52277.82387,52363.27176,52648.99972,53055.88091,53335.47649,53257.23848,53163.16835,53306.68825,53797.61145,54252.78342,54712.86095,54978.35766,55134.70412,55032.03997,54968.91299,54931.24134,54925.16945,54984.44296,55187.88871,55453.25412,55265.55565,55025.55097,54950.95441,55353.09011,55838.80984,56057.70907,56411.69549,57513.83517,59377.77441,61278.45662,62414.95695,63031.51586,63433.72891,63741.91773,64316.41365,65040.39703,66248.15827,67780.76159,69212.44211,70016.19368,70049.10012,70150.46725,71032.45648,72017.37376,73094.58725,73722.44651,74397.19106,74988.16303,75805.40631,77121.81582,78300.03574,78819.54059,78492.41723,77981.9326,77760.21907,77564.37682,79175.01604,81012.77977
Watauga County,215703.4433,215771.3875,216076.7215,216765.7936,217484.5204,218071.2893,218695.5476,219606.4309,220565.4921,221505.9938,222473.9377,223637.8963,224886.7596,226432.6521,227769.527,228877.0559,229734.6819,230841.7509,232118.0232,233162.5757,233969.8294,234628.2756,235682.171,236676.265,237659.6638,238485.8146,239176.1725,240111.6877,240953.3352,242255.2446,243415.0668,244461.6185,245290.5209,246301.1826,247315.7208,248208.935,248996.6466,250248.3886,251665.2877,252925.9241,254091.7742,255322.5513,256556.5741,257634.8128,259014.9675,260887.8577,263145.3409,265280.3804,267291.0411,269035.463,270752.2904,272039.9288,273356.9773,274543.2232,276655.5453,280557.0658,,,301703.9146,309111.5923,315973.1646,322577.1367,329740.6518,338069.1241,346986.2808,354679.3299,359690.5143,362656.2248,365632.2912,369826.4398,374258.3669,381494.5216,391323.6518,404712.6788,418617.0356,430915.9417,439869.1024,443966.9144,444518.633,442321.7659,440318.4048,437744.9265,435479.9396,432648.6018,432173.134
Wayne County,98494.63656,98339.69495,98209.96874,98192.37608,98364.21576,98746.79346,99387.41015,100000.7191,100733.193,101384.6652,102495.0761,103310.4832,103670.2162,102826.1218,102137.9803,101892.4209,102042.3733,102287.3627,102646.8227,103497.8571,104478.2742,105188.3121,105368.7883,105009.8326,104280.7196,103641.5764,103318.1117,103773.9348,104211.2445,104777.7412,105067.0455,105717.7855,106054.8197,106663.0601,107061.3192,106630.3959,105115.0697,103690.8387,103258.6297,103355.7797,103159.3662,102597.6792,101859.8697,100919.2533,100350.7457,100554.8258,101121.3567,102228.9114,103827.8624,105880.8533,108190.9323,110103.4923,111403.1954,111462.0354,111479.0803,112242.9433,113579.3806,114250.6799,114065.5257,114560.3764,115698.8929,117196.7831,117990.1718,119198.2262,120819.2047,121385.6531,120678.8099,119176.5104,118707.4459,118812.7011,118905.9765,120136.7207,122520.1001,125883.8869,128842.6389,131325.9638,133846.632,135808.8588,136881.5176,136850.0582,136626.9787,136378.5554,135797.7038,137149.3823,138662.3026
Wilkes County,116293.3562,116543.7947,116654.2644,116345.3268,116232.4103,115517.1422,115089.171,113892.7283,113854.7654,113989.7243,115010.2001,115456.7798,115201.7923,114601.9602,114203.7637,114077.467,113762.5399,113979.2995,114140.9038,114676.8614,115124.2517,116732.511,118173.7205,118964.7352,118410.9886,118503.9125,118481.0376,118385.0847,117511.2803,117412.2538,117675.6326,118134.7419,118239.175,119150.5528,120176.2835,122243.3889,124897.7538,128719.5866,131941.3977,134337.323,135779.0646,136384.5324,136637.6234,136484.023,136821.2402,137455.138,138586.9399,139934.5511,141504.6158,142903.8623,143902.7156,144087.4933,144158.3521,144410.5241,145737.2678,147758.9883,150186.6881,152632.9402,155062.7691,157644.2056,160547.4724,163611.5778,167044.0581,170625.4911,174289.7285,175995.0491,175339.3638,172841.8774,170882.526,170145.3151,170275.0533,173645.2839,179318.3264,186276.6179,191599.8069,195252.0917,198456.4333,200754.7532,202596.3869,203434.5408,204226.4624,204365.9312,204277.8461,204493.0866,205761.5273
Wilson County,96919.50923,96984.36219,97238.53078,97421.16505,97625.92635,97331.71944,96994.01301,96784.62775,97071.85676,97560.6264,98204.42342,98729.33223,99111.62137,99361.7671,99585.26598,99689.06001,99850.21637,100300.5052,100924.5031,101618.5368,102203.1016,102937.8198,103692.2251,104464.4991,105063.8935,105721.1977,106151.9299,106509.3999,106562.1908,106582.9822,106561.1079,106704.0609,106796.7966,107160.6169,107867.8971,108976.0254,109995.214,110791.7508,111136.1421,111360.8151,111498.9905,111685.9315,111963.1775,112086.5521,112370.4007,112536.4786,112840.5345,113325.8904,114330.3977,115372.8323,116290.179,116811.3822,117518.2735,118394.9433,119454.5853,120858.4249,122767.9817,125182.5495,127824.6718,130592.7261,133384.2631,135999.9718,138130.0282,140319.1821,142851.7779,144800.4109,145686.2008,145719.8782,146316.5511,147763.7092,149432.6922,152745.3035,157208.8658,162845.4465,167697.0918,171857.2247,175626.2772,178508.5448,180185.0029,180752.245,181406.8377,182367.8926,183334.6187,184119.1472,184877.1568
Yadkin County,113363.9768,113461.1864,113233.3557,112945.5829,112928.9209,112990.2815,113261.6104,113823.0651,114428.6479,114942.5526,115351.9824,116156.2561,117223.0985,118223.1894,119093.4754,119986.1036,121008.9805,121848.6853,122077.7615,122400.4249,123077.3235,124270.1456,125409.9691,125860.8533,125693.3838,125456.9801,125462.6283,125815.0437,125898.0126,126082.4078,126285.4947,126739.9401,127036.2976,127208.5923,127274.3317,127828.0757,129082.2969,130764.196,132049.8861,132680.8726,132839.2394,133123.704,133977.1813,135115.5707,136644.7488,138200.7291,139673.409,140538.2311,141301.8749,142377.3903,143922.1937,145059.622,145822.5805,146428.9072,147776.1902,150049.0137,152545.0629,154829.7538,156828.298,158843.0045,160863.3198,162236.7853,163361.8721,164664.9952,166850.2583,167970.7244,167373.3486,165053.4391,163088.6903,162324.4155,161977.2518,163994.3436,167749.7989,173383.0414,178285.8729,182093.4211,185419.0554,187989.578,189622.1772,189994.6234,190116.0552,190029.3388,189888.8167,191404.1277,194378.0782
