"county","year","population"
"Clay County",2010,10597
"Clay County",2016,10935
"Clay County",2026,11910
"Clay County",2029,12271
"Clay County",2031,12509
"Clay County",2038,13342
"Clay County",2042,13818
"Cleveland County",2016,97203
"Cleveland County",2023,102680
"Cleveland County",2030,105879
"Cleveland County",2041,107230
"Cleveland County",2046,107391
"Cleveland County",2047,107413
"Cleveland County",2048,107430
"Columbus County",2011,57484
"Columbus County",2038,46344
"Columbus County",2043,45180
"Craven County",2013,103573
"Craven County",2017,101863
"Craven County",2020,102266
"Craven County",2027,102416
"Cumberland County",2030,349450
"Cumberland County",2035,349915
"Cumberland County",2039,350006
"Cumberland County",2044,350039
"Currituck County",2019,27324
"Currituck County",2023,32208
"Currituck County",2024,33512
"Currituck County",2025,34817
"Currituck County",2026,36119
"Currituck County",2029,40031
"Currituck County",2047,63493
"Dare County",2010,33954
"Dare County",2035,43861
"Dare County",2040,46142
"Dare County",2041,46598
"Davidson County",2010,162803
"Davidson County",2019,168099
"Davidson County",2036,192873
"Davidson County",2046,207486
"Davie County",2020,42802
"Davie County",2029,47027
"Davie County",2046,54972
"Duplin County",2018,50397
"Duplin County",2031,48793
"Duplin County",2033,48799
"Duplin County",2036,48806
"Duplin County",2043,48817
"Durham County",2017,310669
"Durham County",2037,401875
"Edgecombe County",2021,48311
"Edgecombe County",2029,43637
"Edgecombe County",2035,40148
"Edgecombe County",2038,38406
"Edgecombe County",2047,33173
"Edgecombe County",2050,31430
"Forsyth County",2027,399693
"Forsyth County",2034,422665
"Forsyth County",2037,432869
"Forsyth County",2046,463741
"Franklin County",2010,60765
"Franklin County",2011,60604
"Franklin County",2012,61070
"Franklin County",2018,65603
"Franklin County",2019,67400
"Franklin County",2032,96640
"Franklin County",2036,105948
"Franklin County",2040,115253
"Franklin County",2045,126891
"Gaston County",2010,206194
"Gaston County",2046,284652
"Gates County",2013,11436
"Gates County",2019,10686
"Gates County",2021,10393
"Gates County",2022,10312
"Gates County",2023,10247
"Gates County",2033,10021
"Gates County",2036,10009
"Gates County",2044,10000
"Gates County",2050,9999
"Graham County",2013,8615
"Graham County",2015,8355
"Graham County",2025,8083
"Graham County",2031,8110
"Graham County",2037,8115
"Graham County",2039,8117
"Granville County",2030,67873
"Granville County",2036,72242
"Granville County",2041,75881
"Granville County",2047,80247
"Greene County",2018,20718
"Greene County",2020,20461
"Greene County",2032,20121
"Greene County",2039,20120
"Greene County",2046,20120
"Guilford County",2011,495401
"Guilford County",2027,562482
"Guilford County",2028,567076
"Guilford County",2041,633228
"Halifax County",2026,46082
"Halifax County",2045,37977
"Halifax County",2050,35845
"Harnett County",2011,118368
"Harnett County",2012,120818
"Harnett County",2017,129253
"Harnett County",2024,145565
"Harnett County",2026,150259
"Harnett County",2032,163393
"Haywood County",2024,63677
"Haywood County",2028,65254
"Haywood County",2045,71957
"Haywood County",2047,72746
"Haywood County",2049,73534
"Henderson County",2015,110946
"Henderson County",2021,116710
"Henderson County",2040,138815
"Henderson County",2047,147901
"Hertford County",2013,23971
"Hertford County",2016,22936
"Hertford County",2022,19507
"Hertford County",2027,18794
"Hertford County",2042,16654
"Hertford County",2049,15656
"Hoke County",2020,52206
"Hoke County",2021,53773
"Hoke County",2025,58678
"Hoke County",2027,60782
"Hoke County",2040,73633
"Hoke County",2041,74613
"Hoke County",2044,77550
"Hoke County",2046,79505
"Hoke County",2047,80484
"Hoke County",2048,81466
"Hyde County",2031,4067
"Hyde County",2032,4014
"Iredell County",2015,171279
"Iredell County",2017,178208
"Iredell County",2021,191752
"Iredell County",2028,222687
"Iredell County",2039,271306
"Iredell County",2040,275727
"Iredell County",2045,297825
"Jackson County",2012,40562
"Jackson County",2020,43163
"Jackson County",2021,42613
"Jackson County",2028,45125
"Jackson County",2036,47997
"Jackson County",2046,51585
"Johnston County",2012,175091
"Johnston County",2035,306937
"Johnston County",2037,316759
"Johnston County",2046,360953
"Johnston County",2047,365864
"Jones County",2020,9178
"Jones County",2038,9192
"Jones County",2045,9192
"Lee County",2010,57913
"Lee County",2016,59988
"Lee County",2018,61868
"Lee County",2019,62488
"Lee County",2020,63396
"Lenoir County",2033,51525
"Lenoir County",2036,50693
"Lenoir County",2043,48755
"Lenoir County",2045,48199
"Lenoir County",2046,47923
"Lincoln County",2017,81918
"Lincoln County",2020,87108
"Lincoln County",2023,93144
"Lincoln County",2024,94376
"Lincoln County",2046,121794
"Macon County",2021,37347
"Macon County",2046,44941
"Madison County",2014,21136
"Madison County",2016,21295
"Madison County",2028,21977
"Madison County",2038,22733
"Madison County",2041,22960
"Martin County",2012,23727
"Martin County",2021,21661
"Martin County",2026,20734
"Martin County",2030,19995
"Martin County",2034,19251
"Martin County",2038,18510
"McDowell County",2029,44774
"McDowell County",2035,44775
"McDowell County",2040,44774
"McDowell County",2041,44774
"McDowell County",2042,44775
"McDowell County",2046,44774
"McDowell County",2050,44774
"Mecklenburg County",2011,941357
"Mecklenburg County",2013,991570
"Mecklenburg County",2021,1121482
"Mecklenburg County",2026,1225198
"Mecklenburg County",2031,1323160
"Mecklenburg County",2036,1421970
"Mecklenburg County",2040,1501251
"Mecklenburg County",2048,1659873
"Mecklenburg County",2049,1679701
"Mitchell County",2024,14816
"Mitchell County",2026,14735
"Mitchell County",2031,14544
"Mitchell County",2036,14355
"Montgomery County",2034,25736
"Montgomery County",2037,25736
"Montgomery County",2044,25735
"Moore County",2033,130645
"Moore County",2039,144648
"Nash County",2010,95782
"Nash County",2028,95374
"Nash County",2033,95353
"Nash County",2041,95341
"Nash County",2045,95340
"New Hanover County",2023,238240
"New Hanover County",2027,250226
"New Hanover County",2037,280192
"New Hanover County",2045,304164
"Northampton County",2011,21602
"Northampton County",2013,20404
"Northampton County",2014,20060
"Northampton County",2022,17036
"Northampton County",2023,16854
"Northampton County",2025,16533
"Northampton County",2036,14782
"Onslow County",2015,193610
"Orange County",2015,141265
"Orange County",2021,148197
"Orange County",2022,149665
"Orange County",2026,155493
"Orange County",2031,162709
"Orange County",2032,164142
"Orange County",2045,182514
"Orange County",2048,186684
"Pamlico County",2010,13082
"Pamlico County",2014,12707
"Pamlico County",2042,11593
"Pasquotank County",2015,39637
"Pasquotank County",2019,40446
"Pasquotank County",2020,40788
"Pasquotank County",2026,41146
"Pasquotank County",2028,41251
"Pasquotank County",2033,41392
"Pasquotank County",2038,41449
"Pasquotank County",2048,41477
"Pender County",2012,53401
"Pender County",2017,58187
"Pender County",2021,62978
"Pender County",2025,69774
"Pender County",2027,71821
"Pender County",2028,72842
"Pender County",2033,77954
"Pender County",2035,80002
"Pender County",2042,87156
"Perquimans County",2013,13539
"Perquimans County",2015,13255
"Perquimans County",2029,14031
"Perquimans County",2041,14164
"Perquimans County",2047,14171
"Person County",2026,39918
"Pitt County",2024,172151
"Pitt County",2025,172615
"Pitt County",2036,189051
"Pitt County",2039,195201
"Polk County",2011,20112
"Polk County",2029,19632
"Polk County",2038,19655
"Polk County",2039,19659
"Polk County",2044,19664
"Polk County",2050,19666
"Randolph County",2011,141842
"Randolph County",2040,157940
"Richmond County",2018,43680
"Richmond County",2020,42915
"Richmond County",2023,42137
"Richmond County",2024,41946
"Richmond County",2025,41754
"Richmond County",2033,40219
"Richmond County",2035,39833
"Richmond County",2037,39451
"Richmond County",2047,37528
"Robeson County",2011,132969
"Robeson County",2024,117750
"Robeson County",2033,119818
"Rockingham County",2015,91438
"Rockingham County",2038,92039
"Rockingham County",2049,92041
"Rowan County",2015,141388
"Rowan County",2016,142669
"Rowan County",2033,158389
"Rowan County",2039,163344
"Rutherford County",2027,65042
"Rutherford County",2028,65213
"Rutherford County",2031,65722
"Rutherford County",2042,67560
"Rutherford County",2046,68213
"Rutherford County",2049,68696
"Sampson County",2012,62932
"Sampson County",2023,58961
"Sampson County",2031,58854
"Scotland County",2024,32845
"Scotland County",2036,31329
"Scotland County",2045,30183
"Stanly County",2013,60061
"Stanly County",2033,64897
"Stanly County",2038,65906
"Stanly County",2041,66510
"Stanly County",2045,67316
"Stokes County",2017,44917
"Stokes County",2022,45039
"Stokes County",2024,45337
"Stokes County",2025,45444
"Stokes County",2027,45596
"Stokes County",2031,45754
"Stokes County",2038,45839
"Stokes County",2039,45843
"Surry County",2010,73716
"Surry County",2015,71337
"Surry County",2028,71055
"Surry County",2037,70646
"Surry County",2039,70551
"Surry County",2044,70326
"Surry County",2050,70051
"Swain County",2019,14209
"Swain County",2031,14682
"Swain County",2038,14910
"Swain County",2041,15007
"Transylvania County",2023,33609
"Transylvania County",2025,33936
"Transylvania County",2035,35574
"Transylvania County",2036,35736
"Transylvania County",2039,36230
"Transylvania County",2043,36883
"Tyrrell County",2017,4020
"Tyrrell County",2022,3193
"Tyrrell County",2026,3066
"Tyrrell County",2028,3004
"Tyrrell County",2043,2584
"Union County",2035,323920
"Union County",2036,330243
"Vance County",2026,41456
"Vance County",2044,41176
"Wake County",2017,1071499
"Wake County",2020,1132620
"Wake County",2023,1189705
"Wake County",2027,1288980
"Wake County",2031,1392538
"Warren County",2014,20096
"Warren County",2020,18634
"Warren County",2024,18911
"Warren County",2029,18966
"Warren County",2032,18988
"Washington County",2017,11472
"Washington County",2028,9617
"Washington County",2035,8716
"Washington County",2041,8146
"Watauga County",2016,53360
"Watauga County",2018,54768
"Watauga County",2021,54361
"Watauga County",2029,56318
"Watauga County",2042,61524
"Watauga County",2044,62297
"Watauga County",2050,64614
"Wayne County",2012,123404
"Wayne County",2019,117947
"Wayne County",2026,117244
"Wayne County",2027,117196
"Wayne County",2046,116970
"Wilkes County",2030,64975
"Wilkes County",2036,64620
"Wilkes County",2045,64634
"Wilson County",2011,80884
"Wilson County",2018,78585
"Wilson County",2021,78559
"Wilson County",2024,76858
"Wilson County",2026,76216
"Wilson County",2030,75760
"Wilson County",2033,75925
"Yadkin County",2015,37259
"Yadkin County",2026,37025
"Yadkin County",2049,36991
"Yancey County",2013,17801
"Yancey County",2019,18390
"Yancey County",2021,18470
"Yancey County",2022,18455
"Yancey County",2028,18359
"Yancey County",2035,18246
"Yancey County",2040,18165
"Yancey County",2047,18054
"Alamance County",2024,181274
"Alamance County",2025,183172
"Alamance County",2026,185073
"Alexander County",2012,36939
"Alexander County",2015,36590
"Alexander County",2016,36739
"Alexander County",2028,36721
"Alexander County",2030,36722
"Alexander County",2041,36741
"Alleghany County",2014,10924
"Alleghany County",2037,11305
"Alleghany County",2040,11339
"Alleghany County",2045,11397
"Alleghany County",2049,11441
"Anson County",2027,21254
"Anson County",2028,21226
"Ashe County",2022,26653
"Ashe County",2030,26719
"Ashe County",2032,26730
"Ashe County",2038,26769
"Avery County",2034,17952
"Beaufort County",2010,47750
"Beaufort County",2019,44878
"Beaufort County",2030,43165
"Beaufort County",2037,42090
"Beaufort County",2046,40704
"Beaufort County",2047,40551
"Bertie County",2012,20218
"Bertie County",2013,19932
"Bertie County",2034,14659
"Bertie County",2035,14479
"Bladen County",2024,28976
"Bladen County",2031,28702
"Bladen County",2042,28910
"Bladen County",2049,29158
"Brunswick County",2047,249906
"Buncombe County",2011,242275
"Buncombe County",2021,271454
"Buncombe County",2022,274361
"Buncombe County",2032,303419
"Buncombe County",2035,312136
"Burke County",2022,87412
"Burke County",2023,87923
"Burke County",2031,87754
"Burke County",2033,87722
"Cabarrus County",2013,188675
"Caldwell County",2014,81276
"Caldwell County",2028,81237
"Caldwell County",2031,81254
"Caldwell County",2036,81258
"Caldwell County",2039,81259
"Camden County",2015,9984
"Camden County",2025,11540
"Camden County",2031,12358
"Camden County",2035,12692
"Camden County",2043,13072
"Camden County",2047,13175
"Camden County",2050,13232
"Carteret County",2012,67757
"Carteret County",2014,68113
"Carteret County",2026,70601
"Carteret County",2043,77536
"Carteret County",2045,78349
"Caswell County",2015,23120
"Caswell County",2022,22339
"Caswell County",2026,21955
"Caswell County",2040,20624
"Caswell County",2045,20152
"Catawba County",2022,162790
"Catawba County",2026,167005
"Catawba County",2036,177547
"Catawba County",2037,178600
"Catawba County",2040,181761
"Catawba County",2047,189141
"Catawba County",2049,191248
"Chatham County",2018,73986
"Chatham County",2022,78450
"Chatham County",2036,97233
"Chatham County",2039,101044
"Chatham County",2041,103729
"Chatham County",2048,112894
"Cherokee County",2010,27415
"Cherokee County",2018,28750
"Cherokee County",2025,29810
"Cherokee County",2030,30867
"Cherokee County",2035,31925
"Cherokee County",2039,32772
"Chowan County",2027,13729
"Chowan County",2030,13735
"Chowan County",2032,13737
"Chowan County",2033,13740
"Chowan County",2037,13748
"Clay County",2014,10652
"Clay County",2021,11258
"Clay County",2022,11415
"Clay County",2034,12866
"Clay County",2039,13462
"Cleveland County",2026,104472
"Cleveland County",2027,104910
"Cleveland County",2035,106767
"Cleveland County",2045,107370
"Cleveland County",2049,107445
"Columbus County",2013,56084
"Columbus County",2021,50369
"Columbus County",2046,44481
"Craven County",2022,102032
"Craven County",2023,102142
"Craven County",2031,102538
"Craven County",2039,102621
"Craven County",2044,102634
"Craven County",2047,102636
"Cumberland County",2012,330378
"Cumberland County",2019,334641
"Cumberland County",2038,349993
"Currituck County",2011,23897
"Currituck County",2012,23963
"Currituck County",2014,24663
"Currituck County",2027,37422
"Currituck County",2031,42637
"Currituck County",2033,45245
"Currituck County",2037,50458
"Currituck County",2041,55672
"Dare County",2016,35557
"Dare County",2026,39760
"Dare County",2032,42494
"Dare County",2034,43406
"Dare County",2042,47053
"Dare County",2045,48422
"Davidson County",2030,184106
"Davidson County",2049,211871
"Davie County",2024,44691
"Davie County",2044,54037
"Davie County",2048,55908
"Duplin County",2017,51352
"Duplin County",2028,48781
"Duplin County",2037,48808
"Duplin County",2045,48816
"Duplin County",2048,48820
"Duplin County",2049,48820
"Durham County",2013,287998
"Durham County",2021,327957
"Durham County",2024,341815
"Durham County",2030,369536
"Durham County",2033,383395
"Durham County",2039,411114
"Durham County",2047,448073
"Edgecombe County",2010,56498
"Edgecombe County",2012,55191
"Edgecombe County",2013,54391
"Edgecombe County",2027,44799
"Edgecombe County",2031,42474
"Edgecombe County",2036,39566
"Forsyth County",2025,393717
"Forsyth County",2036,429458
"Forsyth County",2040,443136
"Forsyth County",2049,474054
"Franklin County",2020,68902
"Franklin County",2023,75698
"Franklin County",2031,94313
"Gaston County",2015,213902
"Gaston County",2039,271162
"Gates County",2010,12126
"Gates County",2012,11798
"Gates County",2014,11350
"Gates County",2017,10992
"Gates County",2035,10012
"Gates County",2046,10002
"Graham County",2023,8067
"Graham County",2027,8095
"Graham County",2028,8100
"Graham County",2033,8112
"Graham County",2047,8120
"Granville County",2012,57641
"Granville County",2022,62050
"Greene County",2012,21106
"Greene County",2019,20502
"Greene County",2031,20120
"Greene County",2035,20119
"Greene County",2044,20119
"Guilford County",2023,546934
"Guilford County",2035,602030
"Halifax County",2012,53476
"Halifax County",2022,47787
"Halifax County",2042,39257
"Harnett County",2021,136820
"Harnett County",2037,174884
"Harnett County",2048,199863
"Haywood County",2013,59153
"Haywood County",2026,64466
"Haywood County",2027,64860
"Haywood County",2030,66044
"Haywood County",2031,66438
"Haywood County",2033,67226
"Haywood County",2041,70380
"Henderson County",2014,109797
"Henderson County",2026,121102
"Henderson County",2033,129763
"Henderson County",2036,133631
"Henderson County",2039,137517
"Henderson County",2045,145302
"Hertford County",2012,24116
"Hertford County",2021,19803
"Hertford County",2034,17796
"Hertford County",2039,17082
"Hoke County",2016,50853
"Hoke County",2018,52065
"Hoke County",2039,72652
"Hoke County",2043,76570
"Hoke County",2045,78528
"Hoke County",2050,83423
"Hyde County",2012,5581
"Hyde County",2014,5419
"Hyde County",2026,4333
"Hyde County",2029,4171
"Hyde County",2033,3965
"Hyde County",2038,3713
"Hyde County",2039,3665
"Hyde County",2045,3379
"Iredell County",2019,183851
"Iredell County",2026,213850
"Iredell County",2036,258046
"Jackson County",2024,43689
"Jackson County",2027,44765
"Jackson County",2034,47278
"Jackson County",2045,51226
"Jackson County",2048,52302
"Johnston County",2011,172565
"Johnston County",2014,181544
"Johnston County",2025,256452
"Johnston County",2028,272368
"Johnston County",2036,311848
"Johnston County",2041,336400
"Johnston County",2044,351135
"Johnston County",2049,375684
"Jones County",2028,9194
"Jones County",2029,9192
"Jones County",2032,9191
"Lee County",2013,59448
"Lee County",2023,65751
"Lee County",2031,71666
"Lee County",2033,73144
"Lee County",2039,77581
"Lee County",2040,78319
"Lee County",2048,84234
"Lenoir County",2019,55247
"Lenoir County",2025,53741
"Lenoir County",2035,50970
"Lenoir County",2038,50138
"Lenoir County",2041,49308
"Lenoir County",2047,47645
"Lincoln County",2011,78181
"Lincoln County",2012,78449
"Lincoln County",2014,79230
"Lincoln County",2015,80110
"Lincoln County",2018,83637
"Lincoln County",2027,97840
"Lincoln County",2032,103868
"Lincoln County",2049,125611
"Macon County",2020,37070
"Macon County",2031,40387
"Macon County",2034,41296
"Macon County",2036,41904
"Macon County",2042,43724
"Madison County",2036,22582
"Martin County",2010,24482
"Martin County",2011,24111
"Martin County",2033,19437
"Martin County",2042,17767
"Martin County",2049,16470
"McDowell County",2011,44936
"McDowell County",2026,44775
"McDowell County",2045,44774
"Mecklenburg County",2014,1011745
"Mecklenburg County",2019,1107514
"Mecklenburg County",2020,1117834
"Mecklenburg County",2022,1135873
"Mecklenburg County",2030,1303123
"Mecklenburg County",2042,1540917
"Mecklenburg County",2043,1560747
"Mecklenburg County",2044,1580570
"Mecklenburg County",2047,1640046
"Mitchell County",2013,15250
"Mitchell County",2015,15054
"Mitchell County",2016,14991
"Mitchell County",2034,14431
"Mitchell County",2037,14319
"Mitchell County",2041,14175
"Mitchell County",2043,14103
"Mitchell County",2050,13860
"Montgomery County",2016,26152
"Montgomery County",2023,25745
"Montgomery County",2033,25735
"Moore County",2013,90773
"Moore County",2015,92545
"Moore County",2020,100024
"Moore County",2035,135321
"Moore County",2038,142320
"Moore County",2045,158565
"Nash County",2017,93959
"Nash County",2020,95546
"Nash County",2023,95428
"Nash County",2042,95339
"New Hanover County",2013,211000
"New Hanover County",2025,244233
"New Hanover County",2030,259215
"New Hanover County",2032,265209
"New Hanover County",2039,286185
"New Hanover County",2046,307162
"New Hanover County",2050,319147
"Northampton County",2010,21961
"Northampton County",2026,16374
"Northampton County",2034,15099
"Northampton County",2044,13506
"Northampton County",2045,13347
"Northampton County",2047,13031
"Onslow County",2012,191036
"Onslow County",2038,248253
"Onslow County",2040,253077
"Onslow County",2050,277197
"Orange County",2013,139785
"Orange County",2016,142752
"Orange County",2041,176916
"Orange County",2047,185294
"Orange County",2049,188065
"Pamlico County",2013,12701
"Pamlico County",2019,12304
"Pamlico County",2024,12228
"Pamlico County",2027,12121
"Pamlico County",2045,11486
"Pasquotank County",2014,39535
"Pasquotank County",2030,41324
"Pasquotank County",2032,41373
"Pasquotank County",2037,41439
"Pasquotank County",2046,41474
"Pender County",2014,54935
"Pender County",2029,73865
"Pender County",2043,88180
"Perquimans County",2014,13360
"Perquimans County",2048,14171
"Person County",2013,38696
"Person County",2016,38863
"Person County",2027,39986
"Person County",2029,40102
"Person County",2050,40631
"Pitt County",2011,169145
"Pitt County",2012,170140
"Pitt County",2037,191065
"Pitt County",2048,214856
"Pitt County",2049,217096
"Polk County",2010,20413
"Polk County",2016,19676
"Polk County",2021,19559
"Polk County",2027,19620
"Polk County",2035,19652
"Polk County",2042,19658
"Randolph County",2013,142084
"Randolph County",2018,143096
"Randolph County",2021,145044
"Randolph County",2023,146470
"Randolph County",2025,147820
"Randolph County",2028,149844
"Randolph County",2044,160637
"Richmond County",2010,46586
"Richmond County",2013,45341
"Richmond County",2019,43474
"Richmond County",2038,39259
"Robeson County",2019,117844
"Robeson County",2026,118393
"Robeson County",2037,120264
"Robeson County",2046,120777
"Robeson County",2049,120864
"Rockingham County",2011,93183
"Rockingham County",2022,91912
"Rockingham County",2023,91991
"Rockingham County",2036,92040
"Rockingham County",2037,92041
"Rockingham County",2040,92040
"Rockingham County",2044,92040
"Rowan County",2034,159142
"Rowan County",2041,164982
"Rowan County",2049,171627
"Rutherford County",2011,67471
"Rutherford County",2020,64472
"Rutherford County",2035,66396
"Rutherford County",2036,66564
"Rutherford County",2043,67723
"Rutherford County",2048,68534
"Sampson County",2014,62095
"Sampson County",2020,59056
"Sampson County",2046,58821
"Sampson County",2049,58821
"Scotland County",2017,34932
"Scotland County",2018,34639
"Scotland County",2029,32221
"Scotland County",2033,31711
"Scotland County",2048,29799
"Stanly County",2014,60315
"Stanly County",2015,60316
"Stanly County",2026,63505
"Stanly County",2032,64699
"Stokes County",2013,45902
"Stokes County",2015,45341
"Stokes County",2021,44884
"Stokes County",2030,45726
"Stokes County",2042,45855
"Stokes County",2045,45858
"Stokes County",2049,45860
"Stokes County",2050,45860
"Surry County",2017,71308
"Surry County",2030,70964
"Surry County",2047,70191
"Swain County",2014,14646
"Swain County",2015,14693
"Swain County",2024,14419
"Swain County",2026,14505
"Swain County",2030,14649
"Swain County",2032,14716
"Swain County",2035,14813
"Swain County",2037,14878
"Swain County",2039,14941
"Swain County",2050,15293
"Transylvania County",2013,32522
"Transylvania County",2031,34919
"Transylvania County",2040,36393
"Tyrrell County",2031,2912
"Tyrrell County",2037,2744
"Tyrrell County",2039,2687
"Tyrrell County",2044,2557
"Union County",2012,207411
"Union County",2020,238980
"Union County",2026,268672
"Union County",2032,305067
"Union County",2038,342927
"Vance County",2012,44834
"Vance County",2023,41815
"Vance County",2024,41660
"Vance County",2029,41297
"Vance County",2039,41179
"Vance County",2043,41175
"Wake County",2011,927141
"Wake County",2016,1046660
"Wake County",2022,1169294
"Wake County",2029,1340691
"Wake County",2036,1522231
"Wake County",2044,1729760
"Warren County",2028,18957
"Warren County",2033,18995
"Warren County",2036,19012
"Warren County",2038,19022
"Warren County",2039,19027
"Warren County",2041,19038
"Warren County",2050,19082
"Washington County",2011,12886
"Washington County",2015,11915
"Washington County",2024,10254
"Washington County",2036,8608
"Washington County",2037,8507
"Washington County",2044,7923
"Washington County",2045,7859
"Watauga County",2024,53881
"Watauga County",2037,59293
"Wayne County",2014,122108
"Wayne County",2023,117447
"Wayne County",2028,117157
"Wayne County",2031,117074
"Wayne County",2036,117005
"Wayne County",2039,116987
"Wayne County",2042,116976
"Wayne County",2048,116967
"Wilkes County",2018,66445
"Wilkes County",2024,65502
"Wilkes County",2038,64556
"Wilkes County",2042,64537
"Wilson County",2012,80510
"Wilson County",2020,79374
"Wilson County",2022,77877
"Wilson County",2034,76049
"Wilson County",2037,76579
"Wilson County",2039,77037
"Yadkin County",2010,38410
"Yadkin County",2014,37471
"Yadkin County",2039,36993
"Yadkin County",2042,36993
"Yadkin County",2046,36992
"Yancey County",2016,17881
"Yancey County",2026,18392
"Yancey County",2046,18069
